pair_index,camera_index,frame_index,frame_id,camera_timestamp,host_timestamp_ns
546,0,546,546,27834961996864,1777524070437015700
546,1,546,546,27834414556920,1777524070439521000
547,0,547,547,27834964395248,1777524070439521000
547,1,547,547,27834416955696,1777524070441167500
548,0,548,548,27834966793368,1777524070442217000
548,1,548,548,27834419353768,1777524070444215300
549,0,549,549,27834969192424,1777524070444215300
549,1,549,549,27834421752184,1777524070446723300
550,0,550,550,27834971590904,1777524070446723300
550,1,550,550,27834424150488,1777524070448726000
551,0,551,551,27834973988640,1777524070449723500
551,1,551,551,27834426549160,1777524070450724300
552,0,552,552,27834976387384,1777524070451724600
552,1,552,552,27834428946880,1777524070452724600
553,0,553,553,27834978785560,1777524070454227500
553,1,553,553,27834431345640,1777524070456231700
554,0,554,554,27834981183544,1777524070456231700
554,1,554,554,27834433743880,1777524070458814900
555,0,555,555,27834983581904,1777524070459444900
555,1,555,555,27834436141976,1777524070461246800
556,0,556,556,27834985980360,1777524070461246800
556,1,556,556,27834438540680,1777524070463251600
557,0,557,557,27834988378640,1777524070464250600
557,1,557,557,27834440938864,1777524070465251600
558,0,558,558,27834990777384,1777524070465251600
558,1,558,558,27834443336904,1777524070467684100
559,0,559,559,27834993175528,1777524070467684100
559,1,559,559,27834445735256,1777524070467684100
560,0,560,560,27834995574296,1777524070467684100
560,1,560,560,27834448133784,1777524070472812200
561,0,561,561,27834997971904,1777524070472812200
561,1,561,561,27834450532384,1777524070475492600
562,0,562,562,27835000370368,1777524070475492600
562,1,562,562,27834452930696,1777524070477491100
563,0,563,563,27835002768976,1777524070477491100
563,1,563,563,27834455329008,1777524070479999400
564,0,564,564,27835005167440,1777524070480504100
564,1,564,564,27834457727136,1777524070482509400
565,0,565,565,27835007565840,1777524070483046100
565,1,565,565,27834460125640,1777524070483046100
566,0,566,566,27835009963880,1777524070483046100
566,1,566,566,27834462523920,1777524070487314100
567,0,567,567,27835012361904,1777524070487314100
567,1,567,567,27834464921880,1777524070487314100
568,0,568,568,27835014760952,1777524070487314100
568,1,568,568,27834467320904,1777524070492247500
569,0,569,569,27835017158920,1777524070492247500
569,1,569,569,27834469718880,1777524070494756300
570,0,570,570,27835019557768,1777524070494756300
570,1,570,570,27834472117680,1777524070496761100
571,0,571,571,27835021955824,1777524070496761100
571,1,571,571,27834474515728,1777524070498759900
572,0,572,572,27835024353864,1777524070498759900
572,1,572,572,27834476913880,1777524070501268200
573,0,573,573,27835026751952,1777524070502267900
573,1,573,573,27834479312248,1777524070504267600
574,0,574,574,27835029150160,1777524070504267600
574,1,574,574,27834481710696,1777524070506279000
575,0,575,575,27835031548976,1777524070506279000
575,1,575,575,27834484109064,1777524070508399400
576,0,576,576,27835033947560,1777524070509399500
576,1,576,576,27834486507064,1777524070511397100
577,0,577,577,27835036345696,1777524070511397100
577,1,577,577,27834488905920,1777524070513902500
578,0,578,578,27835038744232,1777524070513902500
578,1,578,578,27834491303960,1777524070515902600
579,0,579,579,27835041142392,1777524070516903600
579,1,579,579,27834493702368,1777524070517902600
580,0,580,580,27835043540784,1777524070518902700
580,1,580,580,27834496100544,1777524070520405500
581,0,581,581,27835045938920,1777524070521409200
581,1,581,581,27834498499288,1777524070523408800
582,0,582,582,27835048336880,1777524070523408800
582,1,582,582,27834500897488,1777524070525827100
583,0,583,583,27835050735920,1777524070526170300
583,1,583,583,27834503295728,1777524070528198000
584,0,584,584,27835053133880,1777524070528702800
584,1,584,584,27834505693728,1777524070530706000
585,0,585,585,27835055532544,1777524070530706000
585,1,585,585,27834508091880,1777524070532706000
586,0,586,586,27835057930680,1777524070532706000
586,1,586,586,27834510490920,1777524070535212300
587,0,587,587,27835060328952,1777524070535212300
587,1,587,587,27834512888640,1777524070537212300
588,0,588,588,27835062726904,1777524070538212200
588,1,588,588,27834515287840,1777524070539714700
589,0,589,589,27835065125824,1777524070540718000
589,1,589,589,27834517685880,1777524070542555600
590,0,590,590,27835067523904,1777524070542555600
590,1,590,590,27834520083672,1777524070544556400
591,0,591,591,27835069922840,1777524070545556300
591,1,591,591,27834522482640,1777524070547062500
592,0,592,592,27835072320920,1777524070548065500
592,1,592,592,27834524880768,1777524070549064700
593,0,593,593,27835074718864,1777524070550061700
593,1,593,593,27834527278808,1777524070552063900
594,0,594,594,27835077117824,1777524070552063900
594,1,594,594,27834529677768,1777524070554571500
595,0,595,595,27835079515696,1777524070554571500
595,1,595,595,27834532075368,1777524070556571400
596,0,596,596,27835081914184,1777524070557572900
596,1,596,596,27834534473904,1777524070558878000
597,0,597,597,27835084312952,1777524070559882100
597,1,597,597,27834536872920,1777524070561386300
598,0,598,598,27835086710880,1777524070562391400
598,1,598,598,27834539270728,1777524070564390200
599,0,599,599,27835089108880,1777524070564390200
599,1,599,599,27834541668904,1777524070566675100
600,0,600,600,27835091507920,1777524070566675100
600,1,600,600,27834544067864,1777524070568675700
601,0,601,601,27835093905904,1777524070569675700
601,1,601,601,27834546465864,1777524070570675500
602,0,602,602,27835096303824,1777524070571675400
602,1,602,602,27834548864104,1777524070573178100
603,0,603,603,27835098702952,1777524070574182800
603,1,603,603,27834551262768,1777524070575760100
604,0,604,604,27835101100880,1777524070575760100
604,1,604,604,27834553660680,1777524070578001800
605,0,605,605,27835103499672,1777524070579002600
605,1,605,605,27834556058880,1777524070580508800
606,0,606,606,27835105897512,1777524070581513100
606,1,606,606,27834558457808,1777524070583512900
607,0,607,607,27835108295920,1777524070583512900
607,1,607,607,27834560855904,1777524070585511900
608,0,608,608,27835110693904,1777524070585511900
608,1,608,608,27834563253768,1777524070588019500
609,0,609,609,27835113092904,1777524070589020100
609,1,609,609,27834565652536,1777524070590020600
610,0,610,610,27835115490728,1777524070591018300
610,1,610,610,27834568050920,1777524070592237100
611,0,611,611,27835117888904,1777524070593333900
611,1,611,611,27834570449600,1777524070594836600
612,0,612,612,27835120287864,1777524070595839500
612,1,612,612,27834572847920,1777524070597839500
613,0,613,613,27835122685840,1777524070597839500
613,1,613,613,27834575245424,1777524070599839700
614,0,614,614,27835125084664,1777524070600839600
614,1,614,614,27834577644256,1777524070601839400
615,0,615,615,27835127482728,1777524070602839500
615,1,615,615,27834580042904,1777524070604839600
616,0,616,616,27835129880904,1777524070604839600
616,1,616,616,27834582440536,1777524070607345200
617,0,617,617,27835132279224,1777524070607942100
617,1,617,617,27834584839696,1777524070607942100
618,0,618,618,27835134677400,1777524070607942100
618,1,618,618,27834587237296,1777524070611431800
619,0,619,619,27835137076264,1777524070612434700
619,1,619,619,27834589635976,1777524070614444300
620,0,620,620,27835139474680,1777524070614444300
620,1,620,620,27834592033840,1777524070616446700
621,0,621,621,27835141872736,1777524070617449000
621,1,621,621,27834594432960,1777524070619452400
622,0,622,622,27835144270696,1777524070619452400
622,1,622,622,27834596830824,1777524070621644800
623,0,623,623,27835146668920,1777524070621644800
623,1,623,623,27834599228840,1777524070624419700
624,0,624,624,27835149067696,1777524070624419700
624,1,624,624,27834601627696,1777524070626078700
625,0,625,625,27835151465784,1777524070627110400
625,1,625,625,27834604025976,1777524070629137100
626,0,626,626,27835153864672,1777524070629137100
626,1,626,626,27834606424696,1777524070631136400
627,0,627,627,27835156262384,1777524070631136400
627,1,627,627,27834608823008,1777524070633136400
628,0,628,628,27835158660624,1777524070634136400
628,1,628,628,27834611220640,1777524070636136400
629,0,629,629,27835161059824,1777524070636136400
629,1,629,629,27834613619440,1777524070638148400
630,0,630,630,27835163457960,1777524070638148400
630,1,630,630,27834616017904,1777524070640669800
631,0,631,631,27835165855784,1777524070641231100
631,1,631,631,27834618415880,1777524070643394600
632,0,632,632,27835168253952,1777524070643394600
632,1,632,632,27834620814544,1777524070645898500
633,0,633,633,27835170652728,1777524070645898500
633,1,633,633,27834623212904,1777524070647902700
634,0,634,634,27835173050840,1777524070647902700
634,1,634,634,27834625611384,1777524070649902700
635,0,635,635,27835175449144,1777524070650902900
635,1,635,635,27834628009176,1777524070652902200
636,0,636,636,27835177847344,1777524070652902200
636,1,636,636,27834630408064,1777524070655408000
637,0,637,637,27835180245736,1777524070655408000
637,1,637,637,27834632805584,1777524070657596700
638,0,638,638,27835182644680,1777524070657596700
638,1,638,638,27834635204480,1777524070659647700
639,0,639,639,27835185042328,1777524070660652300
639,1,639,639,27834637602584,1777524070662152800
640,0,640,640,27835187440904,1777524070663155500
640,1,640,640,27834640000736,1777524070665159200
641,0,641,641,27835189839728,1777524070665159200
641,1,641,641,27834642399400,1777524070667022800
642,0,642,642,27835192237784,1777524070667022800
642,1,642,642,27834644797680,1777524070667022800
643,0,643,643,27835194635696,1777524070667022800
643,1,643,643,27834647195784,1777524070667022800
644,0,644,644,27835197034840,1777524070667022800
644,1,644,644,27834649594904,1777524070674490500
645,0,645,645,27835199432768,1777524070674490500
645,1,645,645,27834651992488,1777524070676496300
646,0,646,646,27835201830880,1777524070677495200
646,1,646,646,27834654391320,1777524070678998900
647,0,647,647,27835204229360,1777524070678998900
647,1,647,647,27834656789880,1777524070681508600
648,0,648,648,27835206627456,1777524070682515000
648,1,648,648,27834659188160,1777524070683090200
649,0,649,649,27835209025680,1777524070683090200
649,1,649,649,27834661585904,1777524070685617400
650,0,650,650,27835211424768,1777524070687120800
650,1,650,650,27834663984808,1777524070687120800
651,0,651,651,27835213822832,1777524070687120800
651,1,651,651,27834666382920,1777524070691157800
652,0,652,652,27835216220824,1777524070691661800
652,1,652,652,27834668780672,1777524070692298000
653,0,653,653,27835218619232,1777524070692298000
653,1,653,653,27834671179904,1777524070695037700
654,0,654,654,27835221017768,1777524070695037700
654,1,654,654,27834673577504,1777524070695037700
655,0,655,655,27835223415824,1777524070695037700
655,1,655,655,27834675975880,1777524070695037700
656,0,656,656,27835225814824,1777524070695037700
656,1,656,656,27834678374840,1777524070701677700
657,0,657,657,27835228212584,1777524070701677700
657,1,657,657,27834680772784,1777524070701677700
658,0,658,658,27835230611288,1777524070701677700
658,1,658,658,27834683170864,1777524070707782300
659,0,659,659,27835233009640,1777524070708787000
659,1,659,659,27834685569504,1777524070709785700
660,0,660,660,27835235408248,1777524070710785500
660,1,660,660,27834687967952,1777524070712288600
661,0,661,661,27835237806640,1777524070713291700
661,1,661,661,27834690365736,1777524070715292900
662,0,662,662,27835240204768,1777524070715292900
662,1,662,662,27834692764904,1777524070717291600
663,0,663,663,27835242603328,1777524070718291800
663,1,663,663,27834695162904,1777524070720291600
664,0,664,664,27835245000952,1777524070720291600
664,1,664,664,27834697561640,1777524070721796700
665,0,665,665,27835247399864,1777524070721796700
665,1,665,665,27834699959456,1777524070725083500
666,0,666,666,27835249797696,1777524070725083500
666,1,666,666,27834702357584,1777524070727086800
667,0,667,667,27835252196696,1777524070727086800
667,1,667,667,27834704755808,1777524070729592100
668,0,668,668,27835254594736,1777524070729592100
668,1,668,668,27834707154808,1777524070731592100
669,0,669,669,27835256992920,1777524070732592100
669,1,669,669,27834709552960,1777524070734592000
670,0,670,670,27835259391696,1777524070734592000
670,1,670,670,27834711950864,1777524070736592100
671,0,671,671,27835261789248,1777524070736592100
671,1,671,671,27834714349920,1777524070738592100
672,0,672,672,27835264187904,1777524070739591900
672,1,672,672,27834716747488,1777524070741097900
673,0,673,673,27835266586384,1777524070742180500
673,1,673,673,27834719145952,1777524070744060200
674,0,674,674,27835268984960,1777524070744060200
674,1,674,674,27834721544920,1777524070746567500
675,0,675,675,27835271382864,1777524070746567500
675,1,675,675,27834723943144,1777524070748567200
676,0,676,676,27835273781424,1777524070748567200
676,1,676,676,27834726340920,1777524070750567300
677,0,677,677,27835276179864,1777524070751567300
677,1,677,677,27834728739680,1777524070753567600
678,0,678,678,27835278577864,1777524070753567600
678,1,678,678,27834731137904,1777524070755625300
679,0,679,679,27835280975960,1777524070755625300
679,1,679,679,27834733536600,1777524070758329400
680,0,680,680,27835283375136,1777524070759197600
680,1,680,680,27834735934160,1777524070760316000
681,0,681,681,27835285772768,1777524070761315800
681,1,681,681,27834738333400,1777524070762558300
682,0,682,682,27835288171840,1777524070763557300
682,1,682,682,27834740731600,1777524070765565800
683,0,683,683,27835290569784,1777524070765565800
683,1,683,683,27834743129448,1777524070767557800
684,0,684,684,27835292967840,1777524070768557800
684,1,684,684,27834745527864,1777524070770569100
685,0,685,685,27835295366736,1777524070770569100
685,1,685,685,27834747926736,1777524070773072600
686,0,686,686,27835297764600,1777524070773072600
686,1,686,686,27834750324680,1777524070775409200
687,0,687,687,27835300162672,1777524070775409200
687,1,687,687,27834752723328,1777524070777420400
688,0,688,688,27835302560920,1777524070777420400
688,1,688,688,27834755121824,1777524070779533500
689,0,689,689,27835304959784,1777524070779533500
689,1,689,689,27834757519728,1777524070782249500
690,0,690,690,27835307358424,1777524070782249500
690,1,690,690,27834759918384,1777524070784248900
691,0,691,691,27835309756880,1777524070785248900
691,1,691,691,27834762316880,1777524070786753500
692,0,692,692,27835312154824,1777524070787756700
692,1,692,692,27834764714368,1777524070789756500
693,0,693,693,27835314552688,1777524070789756500
693,1,693,693,27834767112680,1777524070792236200
694,0,694,694,27835316951840,1777524070792621300
694,1,694,694,27834769511784,1777524070794642200
695,0,695,695,27835319349880,1777524070794642200
695,1,695,695,27834771909624,1777524070796816100
696,0,696,696,27835321747808,1777524070796816100
696,1,696,696,27834774307880,1777524070798816100
697,0,697,697,27835324146920,1777524070799816500
697,1,697,697,27834776706880,1777524070801816100
698,0,698,698,27835326545016,1777524070801816100
698,1,698,698,27834779104904,1777524070803822600
699,0,699,699,27835328943624,1777524070803822600
699,1,699,699,27834781502728,1777524070806334400
700,0,700,700,27835331341808,1777524070806334400
700,1,700,700,27834783901736,1777524070809064300
701,0,701,701,27835333739808,1777524070809064300
701,1,701,701,27834786299976,1777524070811169200
702,0,702,702,27835336138328,1777524070811169200
702,1,702,702,27834788698560,1777524070813391600
703,0,703,703,27835338536440,1777524070813391600
703,1,703,703,27834791096920,1777524070815382500
704,0,704,704,27835340934360,1777524070816382900
704,1,704,704,27834793494904,1777524070818382900
705,0,705,705,27835343332688,1777524070818382900
705,1,705,705,27834795893544,1777524070820888200
706,0,706,706,27835345731600,1777524070820888200
706,1,706,706,27834798291904,1777524070822901000
707,0,707,707,27835348129920,1777524070822901000
707,1,707,707,27834800689960,1777524070825592200
708,0,708,708,27835350528400,1777524070826316800
708,1,708,708,27834803087904,1777524070827819800
709,0,709,709,27835352926880,1777524070827819800
709,1,709,709,27834805486824,1777524070829822900
710,0,710,710,27835355324880,1777524070830822700
710,1,710,710,27834807884864,1777524070832823600
711,0,711,711,27835357723448,1777524070832823600
711,1,711,711,27834810283120,1777524070833590100
712,0,712,712,27835360121232,1777524070833590100
712,1,712,712,27834812681344,1777524070837552900
713,0,713,713,27835362519784,1777524070837552900
713,1,713,713,27834815080264,1777524070839874000
714,0,714,714,27835364917864,1777524070839874000
714,1,714,714,27834817478560,1777524070842202300
715,0,715,715,27835367316392,1777524070842202300
715,1,715,715,27834819876920,1777524070843202000
716,0,716,716,27835369714952,1777524070845213500
716,1,716,716,27834822274680,1777524070845213500
717,0,717,717,27835372112880,1777524070845213500
717,1,717,717,27834824672880,1777524070845213500
718,0,718,718,27835374511808,1777524070849915500
718,1,718,718,27834827071104,1777524070851918500
719,0,719,719,27835376910256,1777524070851918500
719,1,719,719,27834829469976,1777524070853584700
720,0,720,720,27835379308296,1777524070853584700
720,1,720,720,27834831868728,1777524070853584700
721,0,721,721,27835381706384,1777524070853584700
721,1,721,721,27834834266808,1777524070859464600
722,0,722,722,27835384105400,1777524070859464600
722,1,722,722,27834836664840,1777524070860983200
723,0,723,723,27835386503488,1777524070861999100
723,1,723,723,27834839063736,1777524070863997900
724,0,724,724,27835388901728,1777524070863997900
724,1,724,724,27834841461456,1777524070865997500
725,0,725,725,27835391299736,1777524070865997500
725,1,725,725,27834843860400,1777524070868378100
726,0,726,726,27835393698304,1777524070869378600
726,1,726,726,27834846257920,1777524070871418000
727,0,727,727,27835396096840,1777524070871418000
727,1,727,727,27834848656808,1777524070872929900
728,0,728,728,27835398494920,1777524070873937100
728,1,728,728,27834851055304,1777524070875938000
729,0,729,729,27835400893256,1777524070875938000
729,1,729,729,27834853453488,1777524070877196100
730,0,730,730,27835403291840,1777524070878700400
730,1,730,730,27834855851920,1777524070880219500
731,0,731,731,27835405689880,1777524070881212400
731,1,731,731,27834858250016,1777524070882717400
732,0,732,732,27835408087920,1777524070883718100
732,1,732,732,27834860648160,1777524070885724500
733,0,733,733,27835410486824,1777524070885724500
733,1,733,733,27834863046728,1777524070887507900
734,0,734,734,27835412884920,1777524070888529100
734,1,734,734,27834865444840,1777524070890527900
735,0,735,735,27835415282880,1777524070890527900
735,1,735,735,27834867842960,1777524070892380800
736,0,736,736,27835417681920,1777524070893402500
736,1,736,736,27834870241880,1777524070894931200
737,0,737,737,27835420079904,1777524070894931200
737,1,737,737,27834872639808,1777524070896937100
738,0,738,738,27835422478104,1777524070897929400
738,1,738,738,27834875037904,1777524070899935000
739,0,739,739,27835424876384,1777524070899935000
739,1,739,739,27834877436952,1777524070901928700
740,0,740,740,27835427274880,1777524070902929400
740,1,740,740,27834879834624,1777524070904929200
741,0,741,741,27835429673160,1777524070904929200
741,1,741,741,27834882232952,1777524070906440400
742,0,742,742,27835432072136,1777524070907447400
742,1,742,742,27834884631400,1777524070909227100
743,0,743,743,27835434470560,1777524070910228500
743,1,743,743,27834887030400,1777524070911740000
744,0,744,744,27835436868784,1777524070911740000
744,1,744,744,27834889428680,1777524070913755300
745,0,745,745,27835439266808,1777524070914747400
745,1,745,745,27834891826296,1777524070916753300
746,0,746,746,27835441664920,1777524070917200200
746,1,746,746,27834894224736,1777524070917200200
747,0,747,747,27835444063240,1777524070917200200
747,1,747,747,27834896623920,1777524070920145100
748,0,748,748,27835446461840,1777524070920145100
748,1,748,748,27834899021960,1777524070920145100
749,0,749,749,27835448859880,1777524070924509700
749,1,749,749,27834901419736,1777524070926614200
750,0,750,750,27835451258536,1777524070926614200
750,1,750,750,27834903818952,1777524070928750700
751,0,751,751,27835453656920,1777524070928750700
751,1,751,751,27834906216904,1777524070930743100
752,0,752,752,27835456055544,1777524070931743600
752,1,752,752,27834908615240,1777524070933743100
753,0,753,753,27835458453840,1777524070933743100
753,1,753,753,27834911013224,1777524070935748600
754,0,754,754,27835460851728,1777524070935748600
754,1,754,754,27834913411840,1777524070937751000
755,0,755,755,27835463249904,1777524070938742800
755,1,755,755,27834915810640,1777524070940890600
756,0,756,756,27835465648296,1777524070940890600
756,1,756,756,27834918208904,1777524070942891700
757,0,757,757,27835468046384,1777524070942891700
757,1,757,757,27834920606424,1777524070945423300
758,0,758,758,27835470444920,1777524070945423300
758,1,758,758,27834923005288,1777524070947428700
759,0,759,759,27835472843952,1777524070948430800
759,1,759,759,27834925403920,1777524070950428800
760,0,760,760,27835475241696,1777524070950428800
760,1,760,760,27834927801952,1777524070951344500
761,0,761,761,27835477639880,1777524070953348700
761,1,761,761,27834930199824,1777524070953348700
762,0,762,762,27835480038880,1777524070953348700
762,1,762,762,27834932598880,1777524070957740000
763,0,763,763,27835482437120,1777524070957740000
763,1,763,763,27834934996808,1777524070958744500
764,0,764,764,27835484835424,1777524070958744500
764,1,764,764,27834937394840,1777524070960865100
765,0,765,765,27835487233296,1777524070960865100
765,1,765,765,27834939793344,1777524070960865100
766,0,766,766,27835489632184,1777524070960865100
766,1,766,766,27834942191680,1777524070960865100
767,0,767,767,27835492029880,1777524070960865100
767,1,767,767,27834944590120,1777524070968846200
768,0,768,768,27835494428880,1777524070968846200
768,1,768,768,27834946988952,1777524070972100900
769,0,769,769,27835496827264,1777524070972100900
769,1,769,769,27834949386696,1777524070973105000
770,0,770,770,27835499224864,1777524070974553000
770,1,770,770,27834951785384,1777524070976967400
771,0,771,771,27835501623384,1777524070976967400
771,1,771,771,27834954183184,1777524070977978500
772,0,772,772,27835504021904,1777524070979654300
772,1,772,772,27834956582256,1777524070980666900
773,0,773,773,27835506420704,1777524070980666900
773,1,773,773,27834958980368,1777524070984176000
774,0,774,774,27835508818920,1777524070984176000
774,1,774,774,27834961378424,1777524070985177100
775,0,775,775,27835511216960,1777524070986680300
775,1,775,775,27834963776600,1777524070988693500
776,0,776,776,27835513615728,1777524070988693500
776,1,776,776,27834966174960,1777524070990684200
777,0,777,777,27835516013600,1777524070990684200
777,1,777,777,27834968573320,1777524070993060400
778,0,778,778,27835518411864,1777524070994049400
778,1,778,778,27834970971584,1777524070995568900
779,0,779,779,27835520810232,1777524070995568900
779,1,779,779,27834973370736,1777524070997570300
780,0,780,780,27835523208960,1777524070998562500
780,1,780,780,27834975768880,1777524071000583000
781,0,781,781,27835525607288,1777524071000583000
781,1,781,781,27834978166952,1777524071002584300
782,0,782,782,27835528005328,1777524071003575300
782,1,782,782,27834980565696,1777524071005581800
783,0,783,783,27835530403920,1777524071005581800
783,1,783,783,27834982963920,1777524071007886900
784,0,784,784,27835532802512,1777524071007886900
784,1,784,784,27834985361920,1777524071010541800
785,0,785,785,27835535200864,1777524071010541800
785,1,785,785,27834987760296,1777524071012057900
786,0,786,786,27835537598696,1777524071013051000
786,1,786,786,27834990158240,1777524071015050300
787,0,787,787,27835539996880,1777524071015050300
787,1,787,787,27834992556696,1777524071017403300
788,0,788,788,27835542395600,1777524071017403300
788,1,788,788,27834994955672,1777524071019917100
789,0,789,789,27835544793464,1777524071019917100
789,1,789,789,27834997353808,1777524071021923500
790,0,790,790,27835547191728,1777524071021923500
790,1,790,790,27834999752392,1777524071024395500
791,0,791,791,27835549590880,1777524071024395500
791,1,791,791,27835002150728,1777524071026869200
792,0,792,792,27835551988680,1777524071027375300
792,1,792,792,27835004548424,1777524071029384300
793,0,793,793,27835554386680,1777524071029384300
793,1,793,793,27835006946808,1777524071031383900
794,0,794,794,27835556785920,1777524071032378700
794,1,794,794,27835009345680,1777524071033145100
795,0,795,795,27835559183920,1777524071033145100
795,1,795,795,27835011743840,1777524071033145100
796,0,796,796,27835561581824,1777524071033145100
796,1,796,796,27835014141808,1777524071033145100
797,0,797,797,27835563980880,1777524071033145100
797,1,797,797,27835016540680,1777524071041104400
798,0,798,798,27835566378880,1777524071041104400
798,1,798,798,27835018939104,1777524071042110100
799,0,799,799,27835568776920,1777524071044251400
799,1,799,799,27835021336824,1777524071044251400
800,0,800,800,27835571175904,1777524071044251400
800,1,800,800,27835023735864,1777524071044251400
801,0,801,801,27835573573960,1777524071044251400
801,1,801,801,27835026133680,1777524071044251400
802,0,802,802,27835575971920,1777524071044251400
802,1,802,802,27835028532600,1777524071053062700
803,0,803,803,27835578370920,1777524071053062700
803,1,803,803,27835030930624,1777524071053062700
804,0,804,804,27835580768808,1777524071053062700
804,1,804,804,27835033328736,1777524071057771900
805,0,805,805,27835583167384,1777524071058776000
805,1,805,805,27835035726680,1777524071060785800
806,0,806,806,27835585565256,1777524071060785800
806,1,806,806,27835038125448,1777524071063058200
807,0,807,807,27835587963512,1777524071063058200
807,1,807,807,27835040524168,1777524071065059300
808,0,808,808,27835590361840,1777524071065059300
808,1,808,808,27835042922240,1777524071068050700
809,0,809,809,27835592760904,1777524071068050700
809,1,809,809,27835045320672,1777524071070051900
810,0,810,810,27835595158640,1777524071070051900
810,1,810,810,27835047718864,1777524071072059500
811,0,811,811,27835597556840,1777524071072059500
811,1,811,811,27835050117176,1777524071074956800
812,0,812,812,27835599955952,1777524071074956800
812,1,812,812,27835052515920,1777524071077471800
813,0,813,813,27835602353920,1777524071077471800
813,1,813,813,27835054913824,1777524071079482300
814,0,814,814,27835604751824,1777524071079482300
814,1,814,814,27835057312080,1777524071080962400
815,0,815,815,27835607150288,1777524071082501000
815,1,815,815,27835059710904,1777524071084515500
816,0,816,816,27835609548536,1777524071084515500
816,1,816,816,27835062108400,1777524071086560700
817,0,817,817,27835611947560,1777524071087565000
817,1,817,817,27835064507200,1777524071089570900
818,0,818,818,27835614345584,1777524071089570900
818,1,818,818,27835066905544,1777524071091846500
819,0,819,819,27835616743768,1777524071092470600
819,1,819,819,27835069303920,1777524071093973700
820,0,820,820,27835619141904,1777524071093973700
820,1,820,820,27835071701840,1777524071095985400
821,0,821,821,27835621540952,1777524071096976900
821,1,821,821,27835074100864,1777524071098983400
822,0,822,822,27835623938696,1777524071098983400
822,1,822,822,27835076498680,1777524071100984800
823,0,823,823,27835626337464,1777524071101977800
823,1,823,823,27835078897424,1777524071103977200
824,0,824,824,27835628735952,1777524071103977200
824,1,824,824,27835081295880,1777524071105982500
825,0,825,825,27835631133840,1777524071105982500
825,1,825,825,27835083694424,1777524071107748300
826,0,826,826,27835633532784,1777524071107748300
826,1,826,826,27835086091976,1777524071110685800
827,0,827,827,27835635930328,1777524071110685800
827,1,827,827,27835088490960,1777524071110685800
828,0,828,828,27835638328904,1777524071110685800
828,1,828,828,27835090888824,1777524071110685800
829,0,829,829,27835640727768,1777524071110685800
829,1,829,829,27835093287736,1777524071117159000
830,0,830,830,27835643125256,1777524071117159000
830,1,830,830,27835095685728,1777524071119946500
831,0,831,831,27835645524504,1777524071119946500
831,1,831,831,27835098083824,1777524071119946500
832,0,832,832,27835647922840,1777524071119946500
832,1,832,832,27835100482160,1777524071125273500
833,0,833,833,27835650320640,1777524071125273500
833,1,833,833,27835102880864,1777524071127476600
834,0,834,834,27835652719304,1777524071127476600
834,1,834,834,27835105278904,1777524071127476600
835,0,835,835,27835655116904,1777524071127476600
835,1,835,835,27835107676880,1777524071127476600
836,0,836,836,27835657515880,1777524071127476600
836,1,836,836,27835110075840,1777524071127476600
837,0,837,837,27835659914416,1777524071127476600
837,1,837,837,27835112474280,1777524071137359000
838,0,838,838,27835662312400,1777524071137359000
838,1,838,838,27835114871880,1777524071139347200
839,0,839,839,27835664710384,1777524071140336900
839,1,839,839,27835117270736,1777524071142320100
840,0,840,840,27835667108728,1777524071142320100
840,1,840,840,27835119668920,1777524071144118900
841,0,841,841,27835669507680,1777524071145275300
841,1,841,841,27835122067864,1777524071146980600
842,0,842,842,27835671905880,1777524071146980600
842,1,842,842,27835124465736,1777524071149002800
843,0,843,843,27835674304296,1777524071149002800
843,1,843,843,27835126863976,1777524071152002800
844,0,844,844,27835676702400,1777524071152002800
844,1,844,844,27835129261960,1777524071154171700
845,0,845,845,27835679100728,1777524071154171700
845,1,845,845,27835131660952,1777524071155069500
846,0,846,846,27835681498904,1777524071155069500
846,1,846,846,27835134058952,1777524071158798600
847,0,847,847,27835683897680,1777524071158798600
847,1,847,847,27835136456960,1777524071161333800
848,0,848,848,27835686295952,1777524071161333800
848,1,848,848,27835138855840,1777524071163332000
849,0,849,849,27835688693840,1777524071164331900
849,1,849,849,27835141253904,1777524071164331900
850,0,850,850,27835691092736,1777524071164331900
850,1,850,850,27835143651976,1777524071164331900
851,0,851,851,27835693490840,1777524071164331900
851,1,851,851,27835146050768,1777524071164331900
852,0,852,852,27835695888920,1777524071164331900
852,1,852,852,27835148448768,1777524071173610200
853,0,853,853,27835698287824,1777524071173610200
853,1,853,853,27835150847864,1777524071175626900
854,0,854,854,27835700685880,1777524071175626900
854,1,854,854,27835153245904,1777524071178152600
855,0,855,855,27835703084008,1777524071178152600
855,1,855,855,27835155643840,1777524071180692500
856,0,856,856,27835705482144,1777524071180692500
856,1,856,856,27835158042640,1777524071182682000
857,0,857,857,27835707880384,1777524071182682000
857,1,857,857,27835160440952,1777524071185070300
858,0,858,858,27835710279488,1777524071185070300
858,1,858,858,27835162838864,1777524071187582500
859,0,859,859,27835712677952,1777524071187582500
859,1,859,859,27835165237904,1777524071190120600
860,0,860,860,27835715075840,1777524071190120600
860,1,860,860,27835167635904,1777524071192582600
861,0,861,861,27835717473864,1777524071192582600
861,1,861,861,27835170033808,1777524071195116800
862,0,862,862,27835719872808,1777524071195116800
862,1,862,862,27835172432256,1777524071197122300
